ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/07/2025;COBERTURA;IMPORTE AFILIADO
47910;salbutamol+ipratropio,br.;SALBUTROP;sol.unidosis x 20;Lafedar;$ 8483.95;60%;$ 3393.58
40941;simvastatin;COLEFLUX;10 mg comp.rec.x 30;Lafedar;$ 17918.93;80%;$ 3583.79
40942;simvastatin;COLEFLUX;20 mg comp.rec.x 30;Lafedar;$ 23462.61;80%;$ 4692.52
40943;simvastatin;COLEFLUX;40 mg comp.rec.x 30;Lafedar;$ 30146.79;80%;$ 6029.36
40944;simvastatin;COLEFLUX;80 mg comp.rec.x 30;Lafedar;$ 38843.94;80%;$ 7768.79
48669;sodio,cloruro;NADRION;7% a. mds.x 30 x 5ml;Lafedar;$ 86257.58;50%;$ 43128.79
48670;sodio,cloruro;NADRION;7% a. mds.x 60 x 5ml;Lafedar;$ 118939.24;50%;$ 59469.62
18238;sulfadiazina de plata+asoc.;SULFAPLAT LA;cr.x 50 g;Lafedar;$ 6468.9;50%;$ 3234.45
42471;sumatriptán;MIGRANEITOR;100 mg comp.rec.x 1;Lafedar;$ 8606.1;50%;$ 4303.05
34013;sumatriptán;MIGRANEITOR;100 mg comp.rec.x 2;Lafedar;$ 17036.23;50%;$ 8518.12
46253;teofilina anhidra;TEODILAT;0.8 g jbe.x 120 ml;Lafedar;$ 7059.51;60%;$ 2823.8
46254;teofilina anhidra;TEODILAT;1.6 g jbe.x 120 ml;Lafedar;$ 7481.47;60%;$ 2992.59
46255;teofilina anhidra;TEODILAT;200 mg comp.x 20;Lafedar;$ 5383.47;60%;$ 2153.39
46256;teofilina anhidra;TEODILAT;300 mg comp.x 20;Lafedar;$ 7736.7;60%;$ 3094.68
45667;tizanidina;TIZANIDAL;2 mg comp.x 15;Lafedar;$ 5141.68;50%;$ 2570.84
45668;tizanidina;TIZANIDAL;4 mg comp.x 30;Lafedar;$ 14809.5;50%;$ 7404.75
46958;tobramicina;TOBRAL;sol.oft.x 10 ml;Lafedar;$ 7436.05;60%;$ 2974.42
47258;vit.a+vit.c+vit.d;ADECONCE;sol.oral x 20 ml;Lafedar;$ 11326.52;40%;$ 6795.91
54953;vit.d3;OXIVITAL;f.a.bebible x 2 ml;Lafedar;$ 13107.36;40%;$ 7864.42
55137;acetilcisteína;TEMPOTANE;600 mg sob.x 20;Lazar;$ 16225.42;50%;$ 8112.71
51914;acetilcisteína;TEMPOTANE;jbe.x 100 ml;Lazar;$ 8929.05;50%;$ 4464.53
14451;aciclovir;XICLOVIR;200 mg comp.rec.x 30;Lazar;$ 14774.58;60%;$ 5909.83
50570;aciclovir;XICLOVIR;400 mg comp. x 20;Lazar;$ 13511.68;60%;$ 5404.67
17126;aciclovir;XICLOVIR 800;comp.x 20;Lazar;$ 21383.78;60%;$ 8553.51
17127;aciclovir;XICLOVIR 800;comp.x 40;Lazar;$ 40535.06;60%;$ 16214.02
46356;adapaleno;DERMOTOPIC;gel 0.1% x 30 g;Lazar;$ 19771.74;50%;$ 9885.87
47441;adapaleno;DERMOTOPIC;gel 0.3% x 30 g;Lazar;$ 24119.14;50%;$ 12059.57
48779;adapaleno+benzoílo,peróxido;DERMOTOPIC DUO;gel x 30 g;Lazar;$ 23409.58;50%;$ 11704.79
18175;amlodipina;TERVALON;10 mg comp.x 30;Lazar;$ 22675.52;60%;$ 9070.21
18174;amlodipina;TERVALON;5 mg comp.x 30;Lazar;$ 12043.01;60%;$ 4817.2
4965;antraquinona;PYRALVEX;fco.x 10 ml;Lazar;$ 10148.52;50%;$ 5074.26
59353;atenolol;VERICORDIN;100 mg comp.x 30;Lazar;$ 7326.24;80%;$ 1465.25
59354;atenolol;VERICORDIN;100 mg comp.x 60;Lazar;$ 14274.68;80%;$ 2854.94
18996;atenolol;VERICORDIN;25 mg comp.x 28;Lazar;$ 3601.22;80%;$ 720.24
18997;atenolol;VERICORDIN;25 mg comp.x 56;Lazar;$ 6838.06;80%;$ 1367.61
59351;atenolol;VERICORDIN;50 mg comp.x 30;Lazar;$ 4253.27;80%;$ 850.65
59352;atenolol;VERICORDIN;50 mg comp.x 60;Lazar;$ 7972.7;80%;$ 1594.54
4984;atenolol+asoc.;VERICORDIN COMPUESTO;comp.x 14;Lazar;$ 1155.15;60%;$ 462.06
11532;atenolol+asoc.;VERICORDIN COMPUESTO;comp.x 28;Lazar;$ 12807.06;60%;$ 5122.82
30610;atorvastatín;LIPONORM;10 mg comp.rec.x 20;Lazar;$ 2199.64;80%;$ 439.93
27120;atorvastatín;LIPONORM;10 mg comp.rec.x 30;Lazar;$ 27399.24;80%;$ 5479.85
29716;atorvastatín;LIPONORM;10 mg comp.rec.x 60;Lazar;$ 49682.67;80%;$ 9936.53
27121;atorvastatín;LIPONORM;20 mg comp.rec.x 30;Lazar;$ 46040.08;80%;$ 9208.02
29717;atorvastatín;LIPONORM;20 mg comp.rec.x 60;Lazar;$ 84718.49;80%;$ 16943.7
51187;atorvastatín;LIPONORM;40 mg comp.rec.x 30;Lazar;$ 51680.17;80%;$ 10336.03
45648;atorvastatín+ezetimibe;LIPONORM PLUS;10/10 mg comp.x 30;Lazar;$ 31690.84;50%;$ 15845.42
45649;atorvastatín+ezetimibe;LIPONORM PLUS;20/10 mg comp.x 30;Lazar;$ 43944.32;50%;$ 21972.16
21227;azitromicina;NEBLIC;500 mg comp.rec.x 3;Lazar;$ 7713.2;60%;$ 3085.28
22070;azitromicina;NEBLIC;500 mg comp.rec.x 6;Lazar;$ 12219.4;60%;$ 4887.76
50785;betametasona;LAZAR CORT;cr.x 20 g;Lazar;$ 6262.37;50%;$ 3131.19
50786;betametasona+gentamic.+miconazol;LAZAR CORT COMPLEX;cr.x 20 g;Lazar;$ 9676.33;50%;$ 4838.17
50317;calcipotriol;CUTANIT LOCION;env.x 20 ml;Lazar;$ 21971.31;50%;$ 10985.66
47733;calcipotriol;CUTANIT;ung.x 30 g;Lazar;$ 22440.99;50%;$ 11220.5
47734;calcipotriol+betametasona,diprop;CUTANIT B;ung. x 30 g;Lazar;$ 35159.74;50%;$ 17579.87
36206;carvedilol;CORUBIN;12.5 mg comp.x 28;Lazar;$ 10809.32;60%;$ 4323.73
36207;carvedilol;CORUBIN;25 mg comp.x 28;Lazar;$ 13687.4;60%;$ 5474.96
36205;carvedilol;CORUBIN;6.25 mg comp.x 28;Lazar;$ 8665.65;60%;$ 3466.26
32730;cetirizina;CETIZINE;10 mg comp.rec.x 10;Lazar;$ 7593.19;40%;$ 4555.91
32731;cetirizina;CETIZINE;10 mg comp.rec.x 20;Lazar;$ 11768.33;40%;$ 7061
32732;cetirizina;CETIZINE;gts.x 10 ml;Lazar;$ 6364.09;40%;$ 3818.45
42619;ciprofibrato;FIXERIL;100 mg comp.x 30;Lazar;$ 31429.27;60%;$ 12571.71
42620;ciprofibrato;FIXERIL;100 mg comp.x 60;Lazar;$ 58158.57;60%;$ 23263.43
11051;ciprofloxacina;CIPROFLOXACINA LAZAR;250 mg comp.rec.x 10;Lazar;$ 5246.14;60%;$ 2098.46
11052;ciprofloxacina;CIPROFLOXACINA LAZAR;500 mg comp.rec.x 10;Lazar;$ 14510.84;60%;$ 5804.34
11053;ciprofloxacina;CIPROFLOXACINA LAZAR;500 mg comp.rec.x 20;Lazar;$ 27025.19;60%;$ 10810.08
22619;ciprofloxacina;CIPROFLOXACINA LAZAR;750 mg comp.rec.x 10;Lazar;$ 23934.08;60%;$ 9573.63
51555;clindamicina+ketoconazol;FANGAN DUO;400/100 mg óv.x 7;Lazar;$ 15597.05;50%;$ 7798.53
51556;clobetasol;SALVICUTAN;cr.x 30 g;Lazar;$ 11367.35;50%;$ 5683.68
51571;dapsona;DAPSONA LAZAR;100 mg comp.x 50;Lazar;$ 16683.42;50%;$ 8341.71
50979;desloratadina;DELORAT;5 mg comp.rec.x 14;Lazar;$ 10441.43;40%;$ 6264.86
58631;diclofenac sódico;FLOGOLISIN;75 mg comp.rec.x 30;Lazar;$ 24993.31;40%;$ 14995.99
61057;diosmina+hesperidina micronizada;DIPEMINA;1000 mg comp.rec.x 30;Lazar;$ 42033.99;40%;$ 25220.39
33883;diosmina+hesperidina micronizada;DIPEMINA;500 mg comp.rec.x 30;Lazar;$ 23360.43;40%;$ 14016.26
33884;diosmina+hesperidina micronizada;DIPEMINA;500 mg comp.rec.x 60;Lazar;$ 42279.03;40%;$ 25367.42
4937;domperidona;ECUAMON;comp.rec.x 20;Lazar;$ 7225.69;50%;$ 3612.85
4938;domperidona;ECUAMON;gts.x 20 ml;Lazar;$ 6461.7;50%;$ 3230.85
51554;dutasteride;TUMULAN;0.5 mg comp.x 30;Lazar;$ 32663.28;50%;$ 16331.64
35084;enalapril;ECAPRILAT;10 mg comp.x 30;Lazar;$ 7754.47;80%;$ 1550.89
7035;enalapril;ECAPRILAT;10 mg comp.x 60;Lazar;$ 14880.31;80%;$ 2976.06
35085;enalapril;ECAPRILAT;20 mg comp.x 30;Lazar;$ 8611.95;80%;$ 1722.39
7072;enalapril;ECAPRILAT;20 mg comp.x 60;Lazar;$ 16871.44;80%;$ 3374.29
35633;estradiol+prasterona;SUPLIGOL NF;IM iny.a.x 1 x 1 ml;Lazar;$ 852.35;50%;$ 426.18
4949;etofenamato;FLOGOL;gel x 50 g;Lazar;$ 3492.67;50%;$ 1746.34
36204;ezetimibe;ALIN;10 mg comp.x 30;Lazar;$ 15866.16;50%;$ 7933.08
58338;famotidina;LAZARTIDINA;20 mg comp.rec.x 30;Lazar;$ 8631.6;40%;$ 5178.96
58339;famotidina;LAZARTIDINA;20 mg comp.rec.x 60;Lazar;$ 15256.05;40%;$ 9153.63
58340;famotidina;LAZARTIDINA;40 mg comp.rec.x 30;Lazar;$ 16806.08;40%;$ 10083.65
58341;famotidina;LAZARTIDINA;40 mg comp.rec.x 60;Lazar;$ 31220.88;40%;$ 18732.53
23172;fexofenadina;ALERFEDINE;120 mg comp.rec.x 10;Lazar;$ 9173.6;50%;$ 4586.8
23173;fexofenadina;ALERFEDINE;120 mg comp.rec.x 30;Lazar;$ 25385.07;50%;$ 12692.54
24034;fexofenadina;ALERFEDINE;180 mg comp.rec.x 10;Lazar;$ 16492.82;50%;$ 8246.41
24035;fexofenadina;ALERFEDINE;180 mg comp.rec.x 20;Lazar;$ 25599.71;50%;$ 12799.86
54926;fexofenadina;ALERFEDINE;susp.oral x 150 ml;Lazar;$ 708.24;50%;$ 354.12
28138;fexofenadina+pseudoefedrina;ALERFEDINE D;comp.rec.x 10;Lazar;$ 10208.61;50%;$ 5104.31
50782;fluconazol;FUNGOCINA;100 mg comp.x 16;Lazar;$ 61977.23;50%;$ 30988.62
16283;fluconazol;FUNGOCINA;150 mg comp.x 1;Lazar;$ 6638.34;50%;$ 3319.17
16284;fluconazol;FUNGOCINA;150 mg comp.x 2;Lazar;$ 12278.14;50%;$ 6139.07
18589;fluconazol;FUNGOCINA;150 mg comp.x 4;Lazar;$ 20796.6;50%;$ 10398.3
50783;fluconazol;FUNGOCINA;150 mg comp.x 8;Lazar;$ 32604.06;50%;$ 16302.03
50784;fluconazol;FUNGOCINA;200 mg comp.x 12;Lazar;$ 70672.54;50%;$ 35336.27
50781;fluconazol;FUNGOCINA;50 mg comp.x 10;Lazar;$ 12219.4;50%;$ 6109.7
40480;fusídico,ác.;ARZIMOL;2% cr.x 15 g;Lazar;$ 9105.32;60%;$ 3642.13
42574;fusídico,ác.+betametasona;ARZIMOL B;cr.x 15 g;Lazar;$ 10515.91;50%;$ 5257.96
33721;glimepiride;ADIUVAN;2 mg comp.x 30;Lazar;$ 9321.92;100%;$ 0
33722;glimepiride;ADIUVAN;4 mg comp.x 30;Lazar;$ 16109.39;100%;$ 0
46353;glimepiride+metformina;ADIUVAN MET;2/1000 mg comp.x 30;Lazar;$ 11492.31;50%;$ 5746.16
46354;glimepiride+metformina;ADIUVAN MET;4/1000 mg comp.x 30;Lazar;$ 19897.52;50%;$ 9948.76
46355;hidrosmina;FLEBOSMINA;200 mg cáps.x 60;Lazar;$ 42356.35;50%;$ 21178.18
46358;hidrosmina;FLEBOSMINA;gel 2% x 40 g;Lazar;$ 11602.98;50%;$ 5801.49
4913;hidroxicina;ATARAXONE;10 mg comp.rec.x 20;Lazar;$ 10183.94;50%;$ 5091.97
4914;hidroxicina;ATARAXONE;25 mg comp.rec.x 20;Lazar;$ 14182.64;50%;$ 7091.32
22548;hidroxicina;ATARAXONE;50 mg comp.rec.x 20;Lazar;$ 26970.84;50%;$ 13485.42
29715;hidroxicina;ATARAXONE;gts.x 20 ml;Lazar;$ 9546.46;50%;$ 4773.23
50915;imiquimod;MIQUIMOD;3.75% cr.x 3 g;Lazar;$ 15449.14;50%;$ 7724.57
33157;imiquimod;MIQUIMOD;5% cr.x 3 g;Lazar;$ 19698.64;50%;$ 9849.32
20561;ketoconazol;FANGAN;ov.x 5;Lazar;$ 13796.79;40%;$ 8278.07
1402;lactulosa;LACTULON;jbe.x 120 ml;Lazar;$ 12225.65;40%;$ 7335.39
3994;lactulosa;LACTULON;jbe.x 250 ml;Lazar;$ 20479.62;40%;$ 12287.77
44817;levofloxacina;BACTOCILINA;500 mg comp.rec.x 7;Lazar;$ 12454.54;60%;$ 4981.82
44818;levofloxacina;BACTOCILINA;750 mg comp.rec.x 5;Lazar;$ 14216.68;60%;$ 5686.67
39742;metformina;MEDOBIS;1000 mg comp. x 30;Lazar;$ 11725.6;100%;$ 0
43240;metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 30;Lazar;$ 10969.08;100%;$ 0
43241;metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 60;Lazar;$ 23322.58;100%;$ 0
39738;metformina;MEDOBIS;500 mg comp. x 30;Lazar;$ 4341.34;100%;$ 0
39739;metformina;MEDOBIS;500 mg comp. x 60;Lazar;$ 8559.37;100%;$ 0
39740;metformina;MEDOBIS;850 mg comp. x 30;Lazar;$ 8559.37;100%;$ 0
39741;metformina;MEDOBIS;850 mg comp. x 60;Lazar;$ 16414.34;100%;$ 0
43238;metformina;MEDOBIS AP;850 mg comp.rec.AP x 30;Lazar;$ 9493.57;100%;$ 0
43239;metformina;MEDOBIS AP;850 mg comp.rec.AP x 60;Lazar;$ 18123.07;100%;$ 0
54221;metronidazol;ROXEDERM;1% cr.x 30 g;Lazar;$ 13351.22;50%;$ 6675.61
37913;metronidazol;COLPOFILIN;500 mg comp.x 10;Lazar;$ 4816.99;50%;$ 2408.5
37914;metronidazol;COLPOFILIN;500 mg comp.x 20;Lazar;$ 8929.05;50%;$ 4464.53
43242;miconazol+metronidazol+asoc.;FANGAN PLUS;óv.x 6;Lazar;$ 12837.65;40%;$ 7702.59
43885;montelukast;INSPIROL;10 mg comp.rec.x 30;Lazar;$ 32709.93;50%;$ 16354.97
43883;montelukast;INSPIROL;4 mg comp.mast.x 30;Lazar;$ 30749.56;50%;$ 15374.78
43884;montelukast;INSPIROL;5 mg comp.mast.x 30;Lazar;$ 31651.73;50%;$ 15825.87
50787;mupirocina;MUPAX NASAL;2% ung.x 5 g;Lazar;$ 9593.47;50%;$ 4796.74
34447;mupirocina;MUPAX;cr.x 15 g;Lazar;$ 12337.16;50%;$ 6168.58
30804;mupirocina;MUPAX;ung.derm.x 15 g;Lazar;$ 10280.42;50%;$ 5140.21
52949;nebivolol;NEBICOR;10 mg comp.x 30;Lazar;$ 31161.84;50%;$ 15580.92
52947;nebivolol;NEBICOR;2.5 mg comp.x 30;Lazar;$ 7418.64;50%;$ 3709.32
59345;nebivolol;NEBICOR;5 mg comp.x 30;Lazar;$ 15867.06;50%;$ 7933.53
59346;nebivolol+hidroclorotiazida;NEBICOR D;5/12.5 mg comp.rec.x 30;Lazar;$ 19269.14;50%;$ 9634.57
34915;nimodipina;NIMODILAT;comp.rec.x 30;Lazar;$ 8841.53;50%;$ 4420.77
24394;nimodipina;NIMODILAT FORTE;comp.rec.x 30;Lazar;$ 14129.41;50%;$ 7064.71
12654;nimodipina;NIMODILAT;comp.rec.x 60;Lazar;$ 14451.31;50%;$ 7225.66
24395;nimodipina;NIMODILAT FORTE;comp.rec.x 60;Lazar;$ 18605.31;50%;$ 9302.66
30805;nimodipina+citicolina;NIMODILAT PLUS;comp.rec.x 30;Lazar;$ 19592.01;50%;$ 9796.01
30806;nimodipina+citicolina;NIMODILAT PLUS;comp.rec.x 60;Lazar;$ 35364.75;50%;$ 17682.38
1537;norfloxacina;UROXACIN;400 mg comp.rec.x 10;Lazar;$ 8071.45;60%;$ 3228.58
4981;norfloxacina;UROXACIN;400 mg comp.rec.x 20;Lazar;$ 14804.43;60%;$ 5921.77
18994;paracetamol;PARACETAMOL LAZAR;500 mg comp.x 20;Lazar;$ 351.37;40%;$ 210.82
4954;paracetamol+dipirona;MULTIN;comp.rec.x 10;Lazar;$ 3045.99;40%;$ 1827.59
4214;paracetamol+dipirona;MULTIN;gts.x 20 ml;Lazar;$ 5800.42;40%;$ 3480.25
39734;pioglitazona;HIGLUCEM;15 mg comp.x 28;Lazar;$ 19444.59;50%;$ 9722.3
39736;pioglitazona;HIGLUCEM;30 mg comp.x 28;Lazar;$ 23616.18;50%;$ 11808.09
39737;pioglitazona;HIGLUCEM;45 mg comp.x 30;Lazar;$ 24849.58;50%;$ 12424.79
48863;prasugrel;FLUIDIN;10 mg comp.rec.x 28;Lazar;$ 39426.68;50%;$ 19713.34
48862;prasugrel;FLUIDIN;5 mg comp.rec.x 28;Lazar;$ 19210.15;50%;$ 9605.08
38447;quetiapina;VESPARAX;100 mg comp.rec.x 30;Lazar;$ 71627.8;50%;$ 35813.9
38448;quetiapina;VESPARAX;200 mg comp.rec.x 30;Lazar;$ 91057.05;50%;$ 45528.53
38446;quetiapina;VESPARAX;25 mg comp.rec.x 30;Lazar;$ 42591.67;50%;$ 21295.84
39727;repaglinida;GLUKENIL;0.5 mg comp.x 30;Lazar;$ 10340.05;50%;$ 5170.03
39729;repaglinida;GLUKENIL;1 mg comp.x 30;Lazar;$ 10838.63;50%;$ 5419.32
39731;repaglinida;GLUKENIL;2 mg comp.x 30;Lazar;$ 10957.07;50%;$ 5478.54
58804;rivaroxabán;ANTITROM;10 mg x 30 comp.rec.;Lazar;$ 88027.09;50%;$ 44013.55
58805;rivaroxabán;ANTITROM;15 mg x 30 comp.rec.;Lazar;$ 85630.3;50%;$ 42815.15
58806;rivaroxabán;ANTITROM;20 mg x 30 comp.rec.;Lazar;$ 89149.59;50%;$ 44574.8
40481;rosuvastatina;ASTENDE;10 mg comp.rec.x 14;Lazar;$ 1353.82;50%;$ 676.91
59343;rosuvastatina;ASTENDE;10 mg comp.rec.x 30;Lazar;$ 18772.23;50%;$ 9386.12
52719;rosuvastatina;ASTENDE;20 mg comp.rec.x 14;Lazar;$ 2622.58;50%;$ 1311.29
59344;rosuvastatina;ASTENDE;20 mg comp.rec.x 30;Lazar;$ 34240.82;50%;$ 17120.41
59447;rosuvastatina;ASTENDE;40 mg comp.rec.x 30;Lazar;$ 58865.97;50%;$ 29432.99
53346;rosuvastatina;ASTENDE;5 mg comp.rec.x 30;Lazar;$ 12662.41;50%;$ 6331.21
38798;sildenafil;EXPIT;50 mg comp.mast.x 10;Lazar;$ 5391.75;50%;$ 2695.88
47180;solifenacina;NOVURIT;10 mg comp.rec.x 20;Lazar;$ 3613.57;50%;$ 1806.79
53700;solifenacina;NOVURIT;10 mg comp.rec.x 30;Lazar;$ 43061.36;50%;$ 21530.68
47179;solifenacina;NOVURIT;5 mg comp.rec.x 20;Lazar;$ 3156.87;50%;$ 1578.44
53699;solifenacina;NOVURIT;5 mg comp.rec.x 30;Lazar;$ 38185.32;50%;$ 19092.66
52447;tadalafilo;H36 LAZAR;20 mg comp.rec.x 2;Lazar;$ 16977.76;50%;$ 8488.88
59006;tadalafilo;H36 LAZAR;20 mg comp.rec.x 4;Lazar;$ 33221.45;50%;$ 16610.73
53698;tadalafilo;H36 LAZAR;5 mg comp.rec.x 30;Lazar;$ 80776.06;50%;$ 40388.03
54219;tamsulosina;DIUFORTAN;0.4 mg cáps.x 30;Lazar;$ 33485.99;50%;$ 16743
54220;tamsulosina;DIUFORTAN;0.4 mg cáps.x 60;Lazar;$ 55515.61;50%;$ 27757.81
61058;telmisartán;TAROPLEN;40 mg comp.x 30;Lazar;$ 43445.62;60%;$ 17378.25
61059;telmisartán;TAROPLEN;80 mg comp.x 30;Lazar;$ 57785.61;60%;$ 23114.24
61060;telmisartán+hidroclorotiazida;TAROPLEN D;40/12.5 mg comp.x 30;Lazar;$ 43445.95;50%;$ 21722.98
61061;telmisartán+hidroclorotiazida;TAROPLEN D;80/12.5 mg comp.x 30;Lazar;$ 69281.87;50%;$ 34640.94
36905;terbinafina;FUNGUEAL;250 mg comp.rec.x 14;Lazar;$ 15157.39;50%;$ 7578.7
36906;terbinafina;FUNGUEAL;250 mg comp.rec.x 28;Lazar;$ 28733.21;50%;$ 14366.61
36907;terbinafina;FUNGUEAL;cr.x 15 g;Lazar;$ 4580.28;50%;$ 2290.14
59348;valsartán;SIMULTAN;160 mg comp.rec.x 30;Lazar;$ 28726.93;60%;$ 11490.77
59925;valsartán;SIMULTAN;320 mg comp.rec.x 30;Lazar;$ 30195.3;60%;$ 12078.12
59347;valsartán;SIMULTAN;80 mg comp.rec.x 30;Lazar;$ 22030.41;60%;$ 8812.16
59929;valsartán+amlodipina;SIMULTAN A;160/10 mg comp.x 30;Lazar;$ 33103.88;50%;$ 16551.94
59928;valsartán+amlodipina;SIMULTAN A;160/5 mg comp.x 30;Lazar;$ 32897.7;50%;$ 16448.85
54597;valsartán+amlodipina;SIMULTAN A;320/10 mg comp.x 30;Lazar;$ 38456.09;50%;$ 19228.05
54596;valsartán+amlodipina;SIMULTAN A;320/5 mg comp.x 30;Lazar;$ 36324.79;50%;$ 18162.4
59350;valsartán+amlodipina;SIMULTAN A;80/5 mg comp.x 30;Lazar;$ 30213.49;50%;$ 15106.75
59931;valsartán+hidrocloroti.+amlodip.;SIMULTAN TRIPLE;160/12.5/10 comp.rec.x30;Lazar;$ 41651.34;50%;$ 20825.67
59930;valsartán+hidrocloroti.+amlodip.;SIMULTAN TRIPLE;160/12.5/5 comp.rec.x30;Lazar;$ 40769.3;50%;$ 20384.65
59932;valsartán+hidrocloroti.+amlodip.;SIMULTAN TRIPLE;320/25/10 comp.rec.x 30;Lazar;$ 43354.51;50%;$ 21677.26
59927;valsartán+hidroclorotiazida;SIMULTAN D;160/12.5mg comp.rec.x 30;Lazar;$ 25260.65;50%;$ 12630.33
59926;valsartán+hidroclorotiazida;SIMULTAN D;160/25 mg comp.rec.x 30;Lazar;$ 30548.25;50%;$ 15274.13
54598;valsartán+hidroclorotiazida;SIMULTAN D;320/12.5mg comp.rec.x 30;Lazar;$ 28318.11;50%;$ 14159.06
54599;valsartán+hidroclorotiazida;SIMULTAN D;320/25 mg comp.rec.x 30;Lazar;$ 28510.86;50%;$ 14255.43
59349;valsartán+hidroclorotiazida;SIMULTAN D;80/12.5 mg comp.rec.x 30;Lazar;$ 22911.31;50%;$ 11455.66
57233;vildagliptin;CARFLAX;50 mg comp.x 30;Lazar;$ 29596.76;100%;$ 0
57234;vildagliptin;CARFLAX;50 mg comp.x 60;Lazar;$ 56460.23;100%;$ 0
57237;vildagliptin+metformina;CARFLAX MET;50/1000 mg comp.x 30;Lazar;$ 40169.32;100%;$ 0
57238;vildagliptin+metformina;CARFLAX MET;50/1000 mg comp.x 60;Lazar;$ 75955.67;100%;$ 0
57235;vildagliptin+metformina;CARFLAX MET;50/850 mg comp. x 30;Lazar;$ 34623.8;100%;$ 0
57236;vildagliptin+metformina;CARFLAX MET;50/850 mg comp. x 60;Lazar;$ 66074.47;100%;$ 0
46273;atorvastatín;NORMOLIPOL;10 mg comp.rec.x 30;Lepetit;$ 24411.61;80%;$ 4882.32
56348;atorvastatín;NORMOLIPOL;10 mg comp.rec.x 60;Lepetit;$ 45711.55;80%;$ 9142.31
47859;atorvastatín;NORMOLIPOL;20 mg comp.rec.x 30;Lepetit;$ 34656.37;80%;$ 6931.27
56349;atorvastatín;NORMOLIPOL;20 mg comp.rec.x 60;Lepetit;$ 66275.03;80%;$ 13255.01
51801;atorvastatín;NORMOLIPOL;40 mg comp.rec.x 30;Lepetit;$ 45087.37;80%;$ 9017.47
56350;atorvastatín;NORMOLIPOL;40 mg comp.rec.x 60;Lepetit;$ 90006.56;80%;$ 18001.31
52546;carvedilol;VEDILEP 25;25 mg comp.trirran.x 28;Lepetit;$ 9339.67;60%;$ 3735.87
47455;clopidogrel;CLOPILEP;75 mg comp.rec.x 15;Lepetit;$ 13027.6;50%;$ 6513.8
47456;clopidogrel;CLOPILEP;75 mg comp.rec.x 30;Lepetit;$ 25784.69;50%;$ 12892.35
47903;clopidogrel;CLOPILEP;75 mg comp.rec.x 60;Lepetit;$ 51658.11;50%;$ 25829.06
31516;enalapril;ENATRAL 10 MG;10 mg comp.x 30;Lepetit;$ 3671.71;80%;$ 734.34
47866;enalapril;ENATRAL 10 MG;10 mg comp.x 60;Lepetit;$ 7343.14;80%;$ 1468.63
47902;enalapril;ENATRAL 20 MG;20 mg comp.x 60;Lepetit;$ 7930.9;80%;$ 1586.18
47901;enalapril;ENATRAL 5 MG;5 mg comp.x 60;Lepetit;$ 6756.36;80%;$ 1351.27
59562;escitalopram;ELEVOPRAM;10 mg comp.x 30;Lepetit;$ 28703.25;50%;$ 14351.63
59600;escitalopram;ELEVOPRAM;20 mg comp.x 30;Lepetit;$ 42931.06;50%;$ 21465.53
28392;fenoximetilpenicilina;PEN ORAL;jbe.concent.x 60 g;Lepetit;$ 12370.69;60%;$ 4948.28
16291;fenoximetilpenicilina;PEN ORAL;jbe.concent.x 90 g;Lepetit;$ 15111.16;60%;$ 6044.46
43449;furosemida;FUROTRAL;40 mg comp.x 30;Lepetit;$ 3348.61;80%;$ 669.72
51545;gabapentin;AXILEP;100 mg cáps.x 30;Lepetit;$ 10575.01;60%;$ 4230
51546;gabapentin;AXILEP;300 mg cáps.x 30;Lepetit;$ 12924.32;60%;$ 5169.73
51547;gabapentin;AXILEP;300 mg cáps.x 60;Lepetit;$ 21442.8;60%;$ 8577.12
51548;gabapentin;AXILEP;400 mg caps.x 30;Lepetit;$ 14392.76;60%;$ 5757.1
25706;hidralazina;HIDRAL 25;25 mg comp.x 30;Lepetit;$ 19528.6;50%;$ 9764.3
25707;hidralazina;HIDRAL 50;50 mg comp.x 30;Lepetit;$ 32429.25;50%;$ 16214.63
43787;hidroclorotiazida;DIURAL;50 mg comp.x 15;Lepetit;$ 3171.37;50%;$ 1585.69
13734;hidroclorotiazida;DIURAL;50 mg comp.x 30;Lepetit;$ 5933.34;50%;$ 2966.67
47779;losartán;PRISONIL 100;100 mg comp.x 30;Lepetit;$ 23912.8;80%;$ 4782.56
54947;losartán;PRISONIL 100;100 mg comp.x 60;Lepetit;$ 41882.57;80%;$ 8376.51
46236;losartán;PRISONIL;50 mg comp.rec.x 30;Lepetit;$ 18366.18;80%;$ 3673.24
54948;losartán;PRISONIL;50 mg comp.rec.x 60;Lepetit;$ 36732.68;80%;$ 7346.54
46330;losartán+hidroclorotiazida;PRISONIL D;50/12.5 mg comp.rec.x 30;Lepetit;$ 14082.46;60%;$ 5632.98
13751;norfloxacina;FLOXATRAL;400 mg comp.x 20;Lepetit;$ 7637.12;60%;$ 3054.85
52689;olanzapina;ONOTRAN;10 mg comp.rec.x 28;Lepetit;$ 68214.56;50%;$ 34107.28
52690;olanzapina;ONOTRAN;5 mg comp.rec.x 28;Lepetit;$ 35379.41;50%;$ 17689.71
51686;paroxetina;MIXEGAN;20 mg comp.rec.x 10;Lepetit;$ 7049.88;50%;$ 3524.94
